country,respondent_id,age,urban_rural,income_level,sex,marital_status,education,life_satisfaction,freedom_of_choice,emancipative_values,trust_people,importance_of_god,financial_satisfaction,secular_values
Hong Kong SAR,344070122,27.0,Urban,Low,Male,Single,Middle,8.0,8.0,0.452592593,Trusted,2.0,8.0,0.4983333333
Hong Kong SAR,344071385,42.0,Urban,Medium,Female,Married,Higher,7.0,8.0,0.413240741,Not trusted,7.0,7.0,0.4433333333
Hong Kong SAR,344070904,70.0,Urban,Medium,Male,Widowed,Lower,8.0,9.0,0.473287037,Not trusted,6.0,8.0,0.4016666667
Hong Kong SAR,344070325,19.0,Urban,Medium,Male,Single,Middle,8.0,7.0,0.644305556,Not trusted,7.0,8.0,0.4011111111
Hong Kong SAR,344070987,38.0,Urban,Low,Female,Married,Middle,10.0,5.0,0.475740741,Not trusted,7.0,7.0,0.5127777778
Hong Kong SAR,344070781,18.0,Urban,Medium,Male,Single,Middle,7.0,7.0,0.598009259,Not trusted,3.0,6.0,0.3591666667
Hong Kong SAR,344071871,39.0,Urban,Medium,Male,Single,Higher,4.0,3.0,0.549814815,Not trusted,6.0,4.0,0.525
Hong Kong SAR,344071592,40.0,Urban,Medium,Female,Single,Middle,7.0,8.0,0.491805556,Not trusted,4.0,7.0,0.3177777778
Hong Kong SAR,344071166,53.0,Urban,Medium,Female,Married,Middle,8.0,8.0,0.697962963,Trusted,7.0,7.0,0.2619444444
Hong Kong SAR,344070116,71.0,Urban,Medium,Male,Married,Lower,5.0,10.0,0.307037037,Not trusted,1.0,7.0,0.4433333333
Hong Kong SAR,344071380,30.0,Urban,Medium,Female,Single,Middle,7.0,7.0,0.420185185,Trusted,5.0,8.0,0.5116666667
Hong Kong SAR,344070487,24.0,Urban,Medium,Female,Single,Lower,4.0,4.0,0.551237963,Not trusted,5.0,3.0,0.5819444444
Hong Kong SAR,344070573,63.0,Urban,High,Male,Married,Higher,10.0,10.0,0.400833333,Trusted,10.0,10.0,0.3033333333
Hong Kong SAR,344070907,56.0,Urban,Medium,Male,Single,Higher,8.0,8.0,0.598981482,Trusted,6.0,8.0,0.3316666667
Hong Kong SAR,344070238,62.0,Urban,Medium,Male,Widowed,Higher,8.0,8.0,0.418703704,Not trusted,8.0,8.0,0.36
Hong Kong SAR,344071989,31.0,Urban,Low,Male,Single,Lower,3.0,4.0,0.644305556,Not trusted,2.0,3.0,0.8033333333
Hong Kong SAR,344070949,32.0,Urban,Medium,Female,Married,Higher,7.0,7.0,0.734722222,Trusted,1.0,7.0,0.4841666667
Hong Kong SAR,344072023,50.0,Urban,Medium,Male,Married,Middle,4.0,4.0,0.506388889,Not trusted,7.0,4.0,0.7619444444
Hong Kong SAR,344071209,52.0,Urban,Low,Female,Single,Higher,7.0,7.0,0.288796296,Not trusted,8.0,6.0,0.4847222222
Hong Kong SAR,344071910,39.0,Urban,Medium,Male,Single,Higher,5.0,6.0,0.485138889,Trusted,6.0,6.0,0.6366666667
Hong Kong SAR,344070553,58.0,Urban,Medium,Female,Married,Middle,8.0,8.0,0.410925926,Trusted,8.0,10.0,0.1513888889
Hong Kong SAR,344071775,50.0,Urban,Medium,Female,Living together as married,Middle,7.0,6.0,0.237175926,Trusted,7.0,7.0,0.4708333333
Hong Kong SAR,344070905,50.0,Urban,Medium,Male,Married,Higher,8.0,9.0,0.510046296,Not trusted,3.0,7.0,0.5261111111
Hong Kong SAR,344070582,53.0,Urban,Medium,Female,Married,Lower,8.0,10.0,0.357962963,Not trusted,8.0,5.0,0.47
Hong Kong SAR,344070479,60.0,Urban,Low,Male,Married,Lower,7.0,8.0,0.537824074,Not trusted,5.0,8.0,0.6227777778
Hong Kong SAR,344071323,26.0,Urban,Medium,Female,Single,Higher,6.0,6.0,0.703148148,Trusted,4.0,7.0,0.72
Hong Kong SAR,344071913,55.0,Urban,Medium,Male,Married,Middle,3.0,3.0,0.3875,Not trusted,1.0,6.0,0.4841666667
Hong Kong SAR,344071092,42.0,Urban,Medium,Female,Married,Higher,8.0,8.0,0.417453704,Not trusted,7.0,7.0,0.4011111111
Hong Kong SAR,344071685,48.0,Urban,Medium,Female,Married,Higher,8.0,8.0,0.281851852,Trusted,6.0,7.0,0.525
Hong Kong SAR,344070121,49.0,Urban,Low,Male,Married,Middle,6.0,6.0,0.665833333,Trusted,1.0,3.0,0.6783333333
Hong Kong SAR,344071447,56.0,Urban,Medium,Male,Single,Higher,6.0,3.0,0.390925926,Trusted,9.0,7.0,0.47
Hong Kong SAR,344070671,35.0,Urban,Low,Female,Married,Lower,8.0,10.0,0.234583333,Not trusted,1.0,6.0,0.3186111111
Hong Kong SAR,344070679,29.0,Urban,Low,Male,Single,Higher,4.0,4.0,0.644722222,Not trusted,10.0,6.0,0.5116666667
Hong Kong SAR,344070747,41.0,Urban,Medium,Male,Single,Higher,7.0,8.0,0.449444444,Not trusted,7.0,7.0,0.3866666667
Hong Kong SAR,344070858,80.0,Urban,Medium,Male,Married,Lower,8.0,10.0,0.138333333,Not trusted,7.0,8.0,0.29
Hong Kong SAR,344070484,72.0,Urban,Medium,Female,Married,Middle,9.0,8.0,0.446,Not trusted,9.0,8.0,0.2211111111
Hong Kong SAR,344071133,47.0,Urban,Medium,Female,Single,Middle,6.0,8.0,0.609583333,Not trusted,6.0,2.0,0.5119444444
Hong Kong SAR,344070136,79.0,Urban,Medium,Female,Widowed,Lower,10.0,8.0,0.483240741,Trusted,10.0,7.0,0.1797222222
Hong Kong SAR,344071914,37.0,Urban,Medium,Female,Married,Higher,5.0,6.0,0.467962963,Not trusted,5.0,6.0,0.7191666667
Hong Kong SAR,344070813,52.0,Urban,Low,Female,Divorced,Lower,7.0,7.0,0.432037037,Not trusted,2.0,7.0,0.4425
Hong Kong SAR,344071884,37.0,Urban,Medium,Female,Married,Higher,1.0,6.0,0.36,Not trusted,5.0,2.0,0.4694444444
Hong Kong SAR,344070772,25.0,Urban,Medium,Male,Single,Higher,5.0,7.0,0.648518519,Trusted,1.0,6.0,0.4566666667
Hong Kong SAR,344071620,38.0,Urban,Medium,Female,Married,Higher,6.0,5.0,0.52625,Trusted,6.0,6.0,0.6222222222
Hong Kong SAR,344072021,55.0,Urban,Medium,Male,Married,Higher,7.0,5.0,0.652222222,Trusted,5.0,5.0,0.4561111111
Hong Kong SAR,344071877,35.0,Urban,Medium,Male,Married,Higher,7.0,6.0,0.644722222,Trusted,9.0,7.0,0.4286111111
Hong Kong SAR,344071941,39.0,Urban,Low,Male,Married,Middle,7.0,8.0,0.505833333,Trusted,5.0,5.0,0.6091666667
Hong Kong SAR,344070917,69.0,Urban,Low,Female,Married,Lower,5.0,3.0,0.2975,Not trusted,6.0,2.0,0.4002777778
Hong Kong SAR,344070533,71.0,Urban,Low,Female,Widowed,Lower,9.0,10.0,0.411481482,Not trusted,6.0,8.0,0.3044444444
Hong Kong SAR,344070110,49.0,Urban,Medium,Male,Married,Middle,7.0,7.0,0.535509259,Not trusted,5.0,6.0,0.6786111111
Hong Kong SAR,344071563,44.0,Urban,Medium,Female,Married,Middle,7.0,6.0,0.508703704,Trusted,9.0,7.0,0.5402777778
Hong Kong SAR,344070255,53.0,Urban,Low,Female,Married,Lower,10.0,7.0,0.35537037,Not trusted,3.0,3.0,0.4283333333
Hong Kong SAR,344071550,44.0,Urban,Medium,Female,Married,Middle,6.0,5.0,0.284166667,Not trusted,6.0,4.0,0.4283333333
Hong Kong SAR,344070786,68.0,Urban,Medium,Female,Married,Middle,7.0,9.0,0.378518519,Not trusted,10.0,5.0,0.3455555556
Hong Kong SAR,344071134,33.0,Urban,Medium,Male,Married,Higher,7.0,7.0,0.381111111,Not trusted,5.0,6.0,0.6369444444
Hong Kong SAR,344071841,54.0,Urban,Medium,Male,Married,Higher,8.0,9.0,0.318888889,Not trusted,3.0,9.0,0.7061111111
Hong Kong SAR,344070807,53.0,Urban,Medium,Female,Divorced,Middle,8.0,8.0,0.498472222,Not trusted,10.0,8.0,0.2205555556
Hong Kong SAR,344071179,22.0,Urban,Medium,Male,Single,Higher,5.0,4.0,0.380555556,Not trusted,2.0,4.0,0.665
Hong Kong SAR,344070064,52.0,Urban,Medium,Female,Married,Higher,8.0,10.0,0.367222222,Not trusted,9.0,8.0,0.3085872222
Hong Kong SAR,344071044,40.0,Urban,High,Male,Living together as married,Higher,6.0,7.0,0.346666667,Trusted,6.0,6.0,0.4016666667
Hong Kong SAR,344071533,53.0,Urban,Low,Male,Married,Lower,10.0,10.0,0.408611111,Trusted,1.0,10.0,0.4983333333
Hong Kong SAR,344071174,62.0,Urban,Medium,Male,Married,Higher,8.0,8.0,0.418009259,Trusted,3.0,9.0,0.3594444444
Hong Kong SAR,344071300,55.0,Urban,Medium,Female,Single,Middle,4.0,5.0,0.639675926,Trusted,7.0,3.0,0.4283333333
Hong Kong SAR,344071665,40.0,Urban,Medium,Female,Married,Middle,5.0,5.0,0.416111111,Not trusted,6.0,5.0,0.6919444444
Hong Kong SAR,344071223,46.0,Urban,Low,Female,Single,Higher,6.0,10.0,0.420324074,Not trusted,7.0,6.0,0.5816666667
Hong Kong SAR,344070932,49.0,Urban,Medium,Male,Single,Middle,2.0,2.0,0.464027778,Not trusted,1.0,2.0,0.415
Hong Kong SAR,344070298,63.0,Urban,Low,Male,Married,Middle,8.0,7.0,0.482268519,Not trusted,8.0,8.0,0.2213888889
Hong Kong SAR,344070367,23.0,Urban,Medium,Male,Single,Middle,5.0,6.0,0.279606852,Not trusted,1.0,4.0,0.6925
Hong Kong SAR,344070963,71.0,Urban,Medium,Female,Widowed,Middle,9.0,8.0,0.443333333,Not trusted,8.0,8.0,0.0825
Hong Kong SAR,344071336,29.0,Urban,Medium,Male,Married,Higher,9.0,6.0,0.418287037,Trusted,6.0,8.0,0.4572222222
Hong Kong SAR,344070290,36.0,Urban,Medium,Male,Single,Higher,9.0,10.0,0.91625,Trusted,1.0,9.0,0.524145
Hong Kong SAR,344071432,26.0,Urban,Medium,Female,Single,Higher,6.0,8.0,0.839166667,Trusted,5.0,7.0,0.415
Hong Kong SAR,344070024,89.0,Urban,Low,Female,Single,Middle,6.0,8.0,0.286166667,Not trusted,,6.0,0.5224716667
Hong Kong SAR,344072036,56.0,Urban,Medium,Male,Married,Middle,10.0,7.0,0.75,Trusted,1.0,9.0,0.4991666667
Hong Kong SAR,344071958,54.0,Urban,High,Male,Married,Higher,7.0,7.0,0.728055556,Not trusted,8.0,7.0,0.3588888889
Hong Kong SAR,344070050,32.0,Urban,Medium,Female,Married,Higher,9.0,9.0,0.564398148,Trusted,1.0,8.0,0.3733333333
Hong Kong SAR,344070174,44.0,Urban,High,Male,Single,Middle,7.0,7.0,0.410092593,Not trusted,1.0,5.0,0.4283333333
Hong Kong SAR,344071518,48.0,Urban,Medium,Female,Single,Middle,8.0,4.0,0.380833333,Trusted,10.0,4.0,0.2763888889
Hong Kong SAR,344070317,34.0,Urban,Medium,Female,Married,Higher,8.0,7.0,0.533611111,Not trusted,3.0,8.0,0.4291666667
Hong Kong SAR,344071499,52.0,Urban,Medium,Female,Divorced,Middle,6.0,6.0,0.512777778,Trusted,6.0,6.0,0.665
Hong Kong SAR,344071314,22.0,Urban,Medium,Female,Single,Higher,6.0,7.0,0.426712963,Trusted,10.0,7.0,0.3733333333
Hong Kong SAR,344071782,63.0,Urban,Medium,Female,Married,Middle,8.0,9.0,0.73037037,Trusted,1.0,8.0,0.4283333333
Hong Kong SAR,344071772,68.0,Urban,Medium,Female,Married,Middle,8.0,7.0,0.512777778,Not trusted,8.0,8.0,0.165
Hong Kong SAR,344070711,39.0,Urban,Medium,Female,Married,Middle,8.0,6.0,0.413240741,Trusted,10.0,8.0,0.3038888889
Hong Kong SAR,344070300,38.0,Urban,Medium,Male,Married,Higher,8.0,7.0,0.646814815,Not trusted,10.0,7.0,0.2494444444
Hong Kong SAR,344071737,41.0,Urban,Medium,Female,Single,Higher,5.0,6.0,0.500787037,Trusted,1.0,6.0,0.4008333333
Hong Kong SAR,344071396,32.0,Urban,Medium,Female,Single,Higher,6.0,6.0,0.348425926,Trusted,8.0,5.0,0.6094444444
Hong Kong SAR,344071193,30.0,Urban,Medium,Female,Single,Higher,8.0,7.0,0.499027778,Not trusted,4.0,7.0,0.6641666667
Hong Kong SAR,344070428,72.0,Urban,Low,Female,Widowed,Lower,5.0,9.0,0.278842593,Trusted,2.0,5.0,0.3316666667
Hong Kong SAR,344070708,56.0,Urban,Medium,Female,Married,Middle,8.0,8.0,0.492222222,Not trusted,3.0,7.0,0.5816666667
Hong Kong SAR,344071286,25.0,Urban,Medium,Female,Single,Middle,7.0,7.0,0.550509259,Trusted,6.0,7.0,0.665
Hong Kong SAR,344070352,49.0,Urban,Medium,Female,Married,Middle,7.0,6.0,0.606851852,Not trusted,1.0,7.0,0.5258333333
Hong Kong SAR,344072064,66.0,Urban,Medium,Female,Married,Middle,8.0,6.0,0.471666667,Not trusted,6.0,8.0,0.75
Hong Kong SAR,344071643,56.0,Urban,Medium,Male,Married,Middle,7.0,7.0,0.531296296,Trusted,5.0,7.0,0.3183333333
Hong Kong SAR,344070423,55.0,Urban,Medium,Male,Married,Higher,8.0,8.0,0.258425926,Not trusted,1.0,9.0,0.5258333333
Hong Kong SAR,344070257,67.0,Urban,Medium,Male,Married,Higher,7.0,7.0,0.485,Trusted,4.0,6.0,0.4291666667
Hong Kong SAR,344070583,54.0,Urban,Medium,Female,Married,Lower,10.0,10.0,0.440740741,Not trusted,10.0,10.0,0.0966666667
Hong Kong SAR,344071777,60.0,Urban,Medium,Male,Married,Higher,7.0,7.0,0.45287037,Not trusted,7.0,7.0,0.6786111111
Hong Kong SAR,344071318,28.0,Urban,Medium,Male,Married,Higher,5.0,5.0,0.749583333,Not trusted,5.0,5.0,0.893645
Hong Kong SAR,344072040,61.0,Urban,Medium,Female,Married,Middle,5.0,7.0,0.417453704,Trusted,4.0,7.0,0.6777777778
Hong Kong SAR,344072063,62.0,Urban,Medium,Female,Married,Higher,7.0,6.0,0.731481482,Trusted,10.0,6.0,0.3463888889
Hong Kong SAR,344071028,25.0,Urban,Medium,Male,Single,Higher,4.0,4.0,0.607824074,Not trusted,1.0,7.0,0.7066666667
Hong Kong SAR,344070589,59.0,Urban,Low,Female,Widowed,Lower,10.0,10.0,0.588333333,Not trusted,10.0,6.0,0.3183333333
Hong Kong SAR,344071315,27.0,Urban,Medium,Female,Single,Higher,7.0,7.0,0.695648148,Trusted,5.0,6.0,0.6919444444
Hong Kong SAR,344071860,58.0,Urban,Medium,Female,Married,Lower,7.0,6.0,0.489212963,Not trusted,5.0,6.0,0.6916666667
Hong Kong SAR,344071170,50.0,Urban,Medium,Female,Married,Middle,8.0,10.0,0.685555556,Not trusted,10.0,8.0,0.3733333333
Hong Kong SAR,344071722,40.0,Urban,High,Male,Single,Higher,8.0,7.0,0.554722222,Trusted,6.0,8.0,0.4013888889
Hong Kong SAR,344071386,29.0,Urban,Medium,Female,Single,Higher,5.0,6.0,0.644722222,Trusted,7.0,5.0,0.3733333333
Hong Kong SAR,344070585,60.0,Urban,Low,Male,Married,Higher,5.0,5.0,0.410925926,Not trusted,1.0,5.0,0.5557408333
Hong Kong SAR,344071845,57.0,Urban,Low,Male,Married,Middle,3.0,3.0,0.735,Trusted,6.0,4.0,0.6777777778
Hong Kong SAR,344070924,27.0,Urban,Medium,Male,Single,Higher,8.0,8.0,0.73962963,Trusted,1.0,9.0,0.7208333333
Hong Kong SAR,344071230,52.0,Urban,Medium,Female,Married,Higher,8.0,7.0,0.260462963,Not trusted,9.0,8.0,0.2480555556
Hong Kong SAR,344070271,48.0,Urban,Medium,Female,Widowed,Lower,10.0,10.0,0.29287037,Not trusted,7.0,5.0,0.3461111111
Hong Kong SAR,344070655,60.0,Urban,Medium,Female,Married,Middle,7.0,4.0,0.611,Not trusted,9.0,5.0,0.2897222222
Hong Kong SAR,344071576,46.0,Urban,Medium,Female,Living together as married,Middle,5.0,7.0,0.445231482,Not trusted,3.0,7.0,0.7611111111
Hong Kong SAR,344071493,37.0,Urban,Low,Female,Married,Middle,5.0,5.0,0.498472222,Trusted,5.0,5.0,0.65
Hong Kong SAR,344070351,38.0,Urban,Medium,Male,Single,Middle,4.0,5.0,0.441018519,Not trusted,5.0,6.0,0.3316666667
Hong Kong SAR,344070433,35.0,Urban,High,Female,Married,Higher,8.0,7.0,0.632314815,Not trusted,2.0,8.0,0.4152777778
Hong Kong SAR,344070026,55.0,Urban,Medium,Male,Single,Lower,7.0,7.0,0.574444444,Not trusted,3.0,9.0,0.6211375
Hong Kong SAR,344071329,56.0,Urban,Medium,Male,Married,Middle,6.0,6.0,0.392268519,Not trusted,7.0,6.0,0.3591666667
Hong Kong SAR,344070079,54.0,Urban,Low,Female,Divorced,Lower,5.0,5.0,0.2075,Not trusted,1.0,5.0,0.4925516667
Hong Kong SAR,344071612,47.0,Urban,Medium,Male,Single,Middle,5.0,6.0,0.457222222,Not trusted,3.0,3.0,0.5391666667
Hong Kong SAR,344070033,61.0,Urban,Medium,Female,Married,Middle,10.0,8.0,0.471666667,Not trusted,10.0,10.0,0.2622222222
Hong Kong SAR,344071357,35.0,Urban,Medium,Male,Single,Higher,5.0,5.0,0.360277778,Trusted,5.0,5.0,0.7916666667
Hong Kong SAR,344070382,80.0,Urban,Low,Male,Married,Lower,6.0,8.0,0.538796296,Not trusted,1.0,7.0,0.4441666667
Hong Kong SAR,344070887,21.0,Urban,Medium,Female,Single,Middle,5.0,6.0,0.413518519,Not trusted,2.0,4.0,0.7066666667
Hong Kong SAR,344070568,45.0,Urban,Low,Male,Married,Lower,9.0,9.0,0.578553333,Trusted,,9.0,0.48
Hong Kong SAR,344070164,42.0,Urban,Medium,Male,Married,Middle,6.0,7.0,0.669768519,Trusted,10.0,5.0,0.3038888889
Hong Kong SAR,344070204,80.0,Urban,Medium,Female,Widowed,Higher,7.0,7.0,0.498055556,Not trusted,6.0,8.0,0.3180555556
Hong Kong SAR,344071468,67.0,Urban,Medium,Female,Widowed,Lower,8.0,6.0,0.625787037,Not trusted,7.0,6.0,0.6922222222
Hong Kong SAR,344070782,65.0,Urban,Medium,Male,Married,Middle,6.0,6.0,0.435555556,Trusted,5.0,6.0,0.3875
Hong Kong SAR,344071138,30.0,Urban,Medium,Female,Single,Higher,3.0,4.0,0.322962963,Trusted,1.0,4.0,0.4016666667
Hong Kong SAR,344071011,48.0,Urban,Medium,Female,Married,Lower,7.0,10.0,0.380416667,Not trusted,1.0,7.0,0.3325
Hong Kong SAR,344070306,66.0,Urban,Medium,Male,Married,Middle,8.0,8.0,0.366944444,Not trusted,1.0,8.0,0.5133333333
Hong Kong SAR,344071158,54.0,Urban,Medium,Female,Married,Middle,5.0,5.0,0.496157407,Not trusted,5.0,5.0,0.5252777778
Hong Kong SAR,344071221,34.0,Urban,Medium,Female,Single,Middle,5.0,5.0,0.491944444,Not trusted,5.0,5.0,0.7891666667
Hong Kong SAR,344072058,62.0,Urban,Medium,Female,Divorced,Higher,6.0,7.0,0.621574074,Trusted,6.0,7.0,0.8169444444
Hong Kong SAR,344070193,70.0,Urban,Low,Female,Divorced,Lower,7.0,6.0,0.484583333,Not trusted,7.0,8.0,0.6088888889
Hong Kong SAR,344070705,36.0,Urban,Medium,Male,Married,Higher,6.0,6.0,0.663240741,Not trusted,9.0,3.0,0.3872222222
Hong Kong SAR,344070742,71.0,Urban,Low,Male,Married,Lower,9.0,4.0,0.305699444,Not trusted,1.0,6.0,0.6214966667
Hong Kong SAR,344071453,63.0,Urban,Medium,Male,Married,Higher,8.0,6.0,0.667037037,Not trusted,3.0,7.0,0.5111111111
Hong Kong SAR,344070219,57.0,Urban,Low,Male,Single,Middle,5.0,3.0,0.491666667,Not trusted,8.0,4.0,0.2902777778
Hong Kong SAR,344070722,56.0,Urban,Low,Male,Divorced,Lower,3.0,3.0,0.588333333,Not trusted,1.0,1.0,0.4008333333
Hong Kong SAR,344072032,68.0,Urban,Medium,Female,Married,Higher,8.0,7.0,0.461851852,Trusted,7.0,7.0,0.7633333333
Hong Kong SAR,344070945,35.0,Urban,Low,Male,Married,Middle,8.0,3.0,0.527777778,,2.0,8.0,0.5258333333
Hong Kong SAR,344070693,39.0,Urban,Medium,Female,Married,Middle,6.0,6.0,0.318333333,Not trusted,6.0,6.0,0.3177777778
Hong Kong SAR,344070788,61.0,Urban,Low,Male,Married,Lower,5.0,5.0,0.270416667,Not trusted,5.0,5.0,0.4986111111
Hong Kong SAR,344071119,46.0,Urban,Low,Female,Married,Middle,7.0,5.0,0.366944444,Trusted,9.0,6.0,0.7069444444
Hong Kong SAR,344071759,35.0,Urban,Medium,Female,Married,Higher,6.0,6.0,0.457777778,Not trusted,3.0,6.0,0.7469444444
Hong Kong SAR,344070060,18.0,Urban,Medium,Female,Single,Middle,8.0,7.0,0.523148148,Trusted,2.0,8.0,0.5675
Hong Kong SAR,344070650,64.0,Urban,Low,Female,Married,Middle,1.0,3.0,0.467962963,Not trusted,2.0,1.0,0.5244444444
Hong Kong SAR,344070495,67.0,Urban,Low,Male,Married,Lower,10.0,8.0,0.417453704,Not trusted,4.0,8.0,0.4291666667
Hong Kong SAR,344071305,21.0,Urban,Low,Female,Single,Middle,7.0,6.0,0.650046296,Not trusted,5.0,5.0,0.595
Hong Kong SAR,344070074,54.0,Urban,Medium,Female,Divorced,Middle,6.0,5.0,0.565185185,Not trusted,1.0,5.0,0.665
Hong Kong SAR,344071056,44.0,Urban,Medium,Female,Single,Higher,9.0,10.0,0.498888889,Trusted,10.0,9.0,0.3177777778
Hong Kong SAR,344070163,36.0,Urban,Medium,Female,Married,Middle,6.0,5.0,0.590648148,Trusted,7.0,5.0,0.5802777778
Hong Kong SAR,344071721,51.0,Urban,Medium,Female,Married,Higher,6.0,6.0,0.699861111,Not trusted,1.0,3.0,0.6375
Hong Kong SAR,344070383,32.0,Urban,Medium,Male,Married,Middle,8.0,8.0,0.517546296,Trusted,1.0,6.0,0.4016666667
Hong Kong SAR,344071616,45.0,Urban,Low,Female,Single,Higher,4.0,4.0,0.61,Not trusted,3.0,4.0,0.7191666667
Hong Kong SAR,344071000,61.0,Urban,Medium,Male,Married,Middle,6.0,7.0,0.487314815,Not trusted,5.0,6.0,0.3875
Hong Kong SAR,344070606,48.0,Urban,Medium,Male,Married,Middle,10.0,8.0,0.688703704,Not trusted,10.0,10.0,0.3888888889
Hong Kong SAR,344071613,47.0,Urban,Medium,Male,Married,Higher,6.0,7.0,0.307592593,Trusted,8.0,6.0,0.4288888889
Hong Kong SAR,344071851,67.0,Urban,Medium,Male,Married,Higher,3.0,3.0,0.754074074,Trusted,2.0,4.0,0.5541666667
Hong Kong SAR,344070384,66.0,Urban,Low,Female,Married,Lower,10.0,10.0,0.56275,Not trusted,,,0.612065
Hong Kong SAR,344070046,63.0,Urban,Medium,Female,Married,Higher,6.0,8.0,0.38462963,Not trusted,1.0,9.0,0.36
Hong Kong SAR,344071035,22.0,Urban,Medium,Female,Single,Higher,7.0,6.0,0.625925926,Trusted,8.0,7.0,0.6927777778
Hong Kong SAR,344071892,35.0,Urban,Medium,Male,Single,Higher,3.0,2.0,0.786481482,Not trusted,1.0,6.0,0.7766666667
Hong Kong SAR,344070991,64.0,Urban,Medium,Female,Married,Middle,8.0,9.0,0.476018519,Not trusted,9.0,8.0,0.3455555556
Hong Kong SAR,344070906,79.0,Urban,Medium,Female,Divorced,Middle,8.0,1.0,0.371712963,Not trusted,6.0,10.0,0.29
Hong Kong SAR,344070077,19.0,Urban,Medium,Male,Single,Middle,6.0,4.0,0.746574074,Not trusted,1.0,8.0,0.5541666667
Hong Kong SAR,344072017,62.0,Urban,Low,Female,Married,Lower,3.0,4.0,0.577314815,Not trusted,2.0,1.0,0.61
Hong Kong SAR,344071490,18.0,Urban,Low,Male,Single,Middle,5.0,3.0,0.632731482,Not trusted,4.0,7.0,0.6236111111
Hong Kong SAR,344070721,64.0,Urban,Low,Male,Married,Lower,10.0,10.0,0.31125,Not trusted,1.0,10.0,0.4983333333
Hong Kong SAR,344071007,34.0,Urban,Medium,Female,Married,Middle,6.0,6.0,0.498472222,Trusted,9.0,6.0,0.3605555556
Hong Kong SAR,344071992,30.0,Urban,Low,Male,Single,Higher,6.0,4.0,0.472592593,Not trusted,1.0,8.0,0.4433333333
Hong Kong SAR,344070706,47.0,Urban,High,Male,Married,Higher,7.0,8.0,0.630416667,Trusted,8.0,7.0,0.3736111111
Hong Kong SAR,344070580,26.0,Urban,Medium,Male,Single,Higher,8.0,9.0,0.728055556,Trusted,5.0,8.0,0.4708333333
Hong Kong SAR,344071285,54.0,Urban,Medium,Female,Living together as married,Middle,8.0,9.0,0.436388889,Not trusted,8.0,8.0,0.4977777778
Hong Kong SAR,344070901,46.0,Urban,Low,Female,Married,Middle,5.0,6.0,0.408194444,Not trusted,6.0,4.0,0.3594444444
Hong Kong SAR,344070031,58.0,Urban,Low,Female,Single,Middle,9.0,5.0,0.262777778,Not trusted,5.0,9.0,0.8308333333
Hong Kong SAR,344071785,36.0,Urban,Medium,Male,Living together as married,Middle,6.0,6.0,0.588888889,Not trusted,6.0,6.0,0.7061111111
Hong Kong SAR,344072054,61.0,Urban,Low,Female,Married,Lower,8.0,10.0,0.473425926,Trusted,6.0,8.0,0.4977777778
Hong Kong SAR,344071279,25.0,Urban,Medium,Female,Single,Middle,8.0,8.0,0.413518519,Not trusted,6.0,7.0,0.4141666667
Hong Kong SAR,344071903,38.0,Urban,Medium,Male,Married,Higher,10.0,7.0,0.572962963,Not trusted,6.0,8.0,0.3452777778
Hong Kong SAR,344071928,39.0,Urban,Medium,Female,Single,Higher,4.0,6.0,0.718796296,Not trusted,5.0,5.0,0.6919444444
Hong Kong SAR,344071502,62.0,Urban,Medium,Male,Married,Middle,6.0,6.0,0.537407407,Not trusted,3.0,6.0,0.5391666667
Hong Kong SAR,344072029,28.0,Urban,Medium,Female,Single,Higher,6.0,7.0,0.719351852,Trusted,7.0,6.0,0.5397222222
Hong Kong SAR,344071629,40.0,Urban,Medium,Male,Single,Middle,3.0,7.0,0.797777778,Not trusted,2.0,6.0,0.6775
Hong Kong SAR,344071646,45.0,Urban,Medium,Male,Married,Higher,7.0,7.0,0.683240741,Trusted,7.0,7.0,0.665
Hong Kong SAR,344070680,59.0,Urban,Medium,Male,Married,Lower,10.0,3.0,0.381944444,Not trusted,4.0,6.0,0.5261111111
Hong Kong SAR,344070439,23.0,Urban,Medium,Male,Single,Higher,6.0,7.0,0.6725,Trusted,8.0,7.0,0.3172222222
Hong Kong SAR,344071652,60.0,Urban,Medium,Female,Married,Middle,8.0,8.0,0.718796296,Not trusted,1.0,9.0,0.5825
Hong Kong SAR,344070345,67.0,Urban,Medium,Female,Divorced,Higher,8.0,8.0,0.385462963,Not trusted,3.0,8.0,0.3452777778
Hong Kong SAR,344070045,18.0,Urban,Medium,Female,Single,Middle,9.0,8.0,0.29,Trusted,1.0,8.0,0.3047222222
Hong Kong SAR,344071560,60.0,Urban,Low,Male,Married,Middle,6.0,7.0,0.500787037,Trusted,5.0,6.0,0.6094444444
Hong Kong SAR,344070459,,Urban,Low,Male,Married,Lower,5.0,5.0,0.437234667,Not trusted,4.0,5.0,0.282025
Hong Kong SAR,344070169,22.0,Urban,Medium,Male,Single,Higher,4.0,8.0,0.785925926,Not trusted,1.0,4.0,0.5819444444
Hong Kong SAR,344070304,35.0,Urban,Medium,Female,Married,Higher,3.0,3.0,0.695787037,Not trusted,8.0,6.0,0.4561111111
Hong Kong SAR,344071233,52.0,Urban,Medium,Male,Married,Higher,7.0,8.0,0.323240741,Not trusted,5.0,8.0,0.61
Hong Kong SAR,344070916,63.0,Urban,Medium,Male,Married,Middle,8.0,8.0,0.246574074,Trusted,1.0,8.0,0.3733333333
